Journal Title,Publisher,Field of Research Code,Field of Research,Rating Group,Rating order,ISSN,ISSN Online,Website
Journal of Monetary Economics,Elsevier,1402,Economic Policy,A*,2,0304-3932,1873-1295,http://www.journals.elsevier.com/journal-of-monetary-economics/
"Journal of Money, Credit and Banking",Wiley-Blackwell Publishing,1402,Economic Policy,A*,2,0022-2879,1538-4616,
Journal of Political Economy,The University of Chicago Press,1402,Economic Policy,A*,2,0022-3808,1537-534X,http://www.journals.uchicago.edu/
Journal of Public Economics,Elsevier,1402,Economic Policy,A*,2,0047-2727,1879-2316,
Journal of the European Economic Association,Oxford University Press,1402,Economic Policy,A*,2,1542-4766,1542-4774,
Journal of Urban Economics,Elsevier,1402,Economic Policy,A*,2,0094-1190,1095-9068,http://www.journals.elsevier.com/journal-of-urban-economics
RAND Journal of Economics,Wiley-Blackwell Publishing,1402,Economic Policy,A*,2,0741-6261,1756-2171,
Review of Economic Dynamics,Elsevier,1402,Economic Policy,A*,2,1094-2025,1096-6099,http://www.journals.elsevier.com/review-of-economic-dynamics
The American Economic Review,American Economic Association,1402,Economic Policy,A*,2,0002-8282,0065-812X,http://www.aeaweb.org/aer/index.php
The Economic Journal,Wiley-Blackwell Publishing,1402,Economic Policy,A*,2,0013-0133,1468-0297,
The Journal of Economic History,Cambridge University Press,1402,Economic Policy,A*,2,0022-0507,1471-6372,http://journals.cambridge.org/
The Journal of Law and Economics,University of Chicago Law School,1402,Economic Policy,A*,2,0022-2186,1537-5285,http://www.journals.uchicago.edu/journals/jle/about
The Quarterly Journal of Economics,MIT Press,1402,Economic Policy,A*,2,0033-5533,1531-4650,http://www.mitpressjournals.org/loi/qjec
The Review of Economic Studies,Oxford University Press,1402,Economic Policy,A*,2,0034-6527,1467-937X,http://restud.oxfordjournals.org/
The Review of Economics and Statistics,The MIT Press,1402,Economic Policy,A*,2,0034-6535,1530-9142,http://www.mitpressjournals.org/loi/rest
Economic Theory,Springer International Publishing,1401, Economic Theory,A*,2,0938-2259,1432-0479,
Games and Economic Behavior,Elsevier,1401, Economic Theory,A*,2,0899-8256,1090-2473,http://www.journals.elsevier.com/games-and-economic-behavior/
Journal of Economic Theory,Elsevier,1401, Economic Theory,A*,2,0022-0531,1095-7235,http://www.journals.elsevier.com/journal-of-economic-theory
Journal of Risk and Uncertainty,Springer International Publishing,1401, Economic Theory,A*,2,0895-5646,1573-0476,
Theoretical Economics,The Econometric Society,1401, Economic Theory,A*,2,1933-6837,1555-7561,http://econtheory.org/
ACM Transactions on Computer-Human Interaction,Association for Computing Machinery,806,Information Systems andTechnology,A*,2,1073-0516,1557-7325,
Decision Support Systems,Elsevier,806,Information Systems andTechnology,A*,2,0167-9236,1873-5797,
European Journal of Information Systems,Taylor & Francis Online,806,Information Systems andTechnology,A*,2,0960-085X,1476-9344,
Information & Management,Elsevier,806,Information Systems andTechnology,A*,2,0378-7206,1872-7530,
Information and Organization,Elsevier,806,Information Systems andTechnology,A*,2,1471-7727,1873-7919,
Information Systems Journal,Wiley-Blackwell Publishing,806,Information Systems andTechnology,A*,2,1350-1917,1365-2575,
Information Systems Research,The Institute for Operations Research and the Management Sciences (INFORMS),806,Information Systems andTechnology,A*,2,1047-7047,1526-5536,http://pubsonline.informs.org/journal/isre
International Journal of Information Management,Elsevier,806,Information Systems andTechnology,A*,2,0268-4012,1873-4707,
Journal of Information Technology,Sage Publications,806,Information Systems andTechnology,A*,2,0268-3962,1466-4437,
Journal of Management Information Systems,Taylor & Francis Online,806,Information Systems andTechnology,A*,2,0742-1222,1557-928X,http://www.tandfonline.com/loi/mmis20#.V33eQ6KMz3U
Journal of Strategic Information Systems,Elsevier,806,Information Systems andTechnology,A*,2,0963-8687,1873-1198,
Journal of the Association for Information Science and Technology,Wiley-Blackwell Publishing,806,Information Systems andTechnology,A*,2,1532-2882,1532-2890,
Journal of the Association for Information Systems,Association for Information Systems (AIS),806,Information Systems andTechnology,A*,2,1536-9323,1558-3457,http://aisel.aisnet.org/jais/
MIS Quarterly,University of Minnesota Press,806,Information Systems andTechnology,A*,2,0276-7783,2162-9730,
Annals of Probability,Institute of Mathematical Statistics,104,Statistics,A*,2,0091-1798,2168-894X,
Annals of Statistics,Project Euclid,104,Statistics,A*,2,0090-5364,,
Biometrika,Oxford University Press,104,Statistics,A*,2,0006-3444,1464-3510,
Journal of Computational and Graphical Statistics,Taylor & Francis Online,104,Statistics,A*,2,1061-8600,1537-2715,http://www.tandfonline.com/loi/ucgs20#.V4lxc1fwzBI
Journal of the American Statistical Association,Taylor & Francis Online,104,Statistics,A*,2,0162-1459,1537-274X,
"Journal of the Royal Statistical Society, Series B (Statistical Methodology)",Wiley-Blackwell Publishing,104,Statistics,A*,2,,1467-9868,
Probability Theory and Related Fields,Springer International Publishing,104,Statistics,A*,2,0178-8051,1432-2064,http://www.springerlink.com/
Advances in Taxation,Emerald Group Publishing,180125, Taxation,B,3,1058-7497,,
Akron Tax Journal,University of Akron,180125, Taxation,B,3,1044-4130,,
Bulletin for International Taxation,International Bureau of Fiscal Documentation,180125, Taxation,B,3,1819-5490,2352-9202,
EC Tax Review,Kluwer Law International,180125, Taxation,B,3,0928-2750,,
European Taxation,International Bureau of Fiscal Documentation,180125, Taxation,B,3,0014-3138,,http://www.ibfd.org/
International Tax and Public Finance,Springer International Publishing,180125, Taxation,B,3,0927-5940,1573-6970,
International VAT Monitor,International Bureau of Fiscal Documentation,180125, Taxation,B,3,0925-0832,,http://www.ibfd.org/
Journal of Australian Taxation,Monash University,180125, Taxation,B,3,1440-0405,,http://www.buseco.monash.edu.au/
Journal of Tax Administration,University of Exeter Business School,180125, Taxation,B,3,2059-190X,,
Journal of Taxation,Thomson Reuters,180125, Taxation,B,3,0022-4863,,http://ria.thomsonreuters.com/
Journal of the Australasian Tax Teachers Association,University of New South Wales,180125, Taxation,B,3,1832-911X,,
Revenue Law Journal,Bond Faculty of Law Review Editorial Committee,180125, Taxation,B,3,1034-7747,2202-4859,http://epublications.bond.edu.au/rlj/
Tax Specialist,Tax Institute,180125, Taxation,B,3,1329-1203,,http://www.taxinstitute.com.au/
The Tax Lawyer,American Bar Association,180125, Taxation,B,3,0040-005X,,https://www.jstor.org/journal/taxlawyer
World Tax Journal,International Bureau of Fiscal Documentation,180125, Taxation,B,3,1878-4917,,http://www.ibfd.org/
Air and Space Law,Kluwer Law International,180105,Law,B,3,0927-3379,1875-8339,
Alberta Law Review,University of Alberta,180105,Law,B,3,0002-4821,,
Alternative Law Journal,Sage Publications,180105,Law,B,3,1037-969X,2398-9084,
American Bankruptcy Institute Law Review,St. John's University School of Law,180105,Law,B,3,1068-0861,,
American Bankruptcy Law Journal,The National Conference of Bankruptcy Judges,180105,Law,B,3,0027-9048,,
Antitrust Bulletin,Sage Publications,180105,Law,B,3,0003-603X,1930-7969,
Arizona Law Review,"University of Arizona, College of Law",180105,Law,B,3,0004-153X,,
Australasian Journal of Natural Resources Law and Policy,University of Wollongong,180105,Law,B,3,1320-5323,,
Australian Journal of Competition and Consumer Law,Thomson Reuters,180105,Law,B,3,1838-9260,,
Australian Property Law Journal,University of Western Australia,180105,Law,B,3,1038-5959,,
Banking and Finance Law Review,HAB Press Limited,180105,Law,B,3,0832-8722,,
Berkeley Business Law Journal,University of California Berkeley School of Law,180105,Law,B,3,1548-7067,,
Bond Law Review,Bond Faculty of Law Review Editorial Committee,180105,Law,B,3,1033-4505,,
Canadian Bar Review,Canadian Bar Association,180105,Law,B,3,0008-3003,,
Canterbury Law Review,University of Canterbury,180105,Law,B,3,0112-0581,,
Charity Law and Practice Review,Key Haven Publications,180105,Law,B,3,0966-4041,,
Common Law World Review,Sage Publications,180105,Law,B,3,1473-7795,1740-5556,
Common Market Law Review,Kluwer Law International,180105,Law,B,3,0165-0750,1875-8320,
Company Lawyer,Sweet & Maxwell,180105,Law,B,3,0144-1027,,
Computer Law & Security Review,Elsevier,180105,Law,B,3,0267-3649,,
Construction Law Journal,Sweet & Maxwell,180105,Law,B,3,0267-2359,,
Copyright Society of the USA Journal,Society of the USA,180105,Law,B,3,0886-3520,,
Cornell International Law Journal,Cornell Society of International Law,180105,Law,B,3,0010-8812,,
Corporate Governance International,The University of Melbourne,180105,Law,B,3,1028-9666,,
"Crime, Law and Social Change",Springer International Publishing,180105,Law,B,3,0925-4994,1573-0751,
Curtin Law and Taxation Review,Curtin Law School,180105,Law,B,3,2203-5028,,
Duke Law Journal,Duke University Press,180105,Law,B,3,0012-7086,,
Employee Relations Law Journal,"Aspen Publishers, Inc.",180105,Law,B,3,0098-8898,,
Entertainment Law Review,Sweet & Maxwell,180105,Law,B,3,0959-3799,,
Environmental and Planning Law Journal,Thomson Reuters,180105,Law,B,3,0813-300X,,
European Business Organization Law Review,Springer Nature,180105,Law,B,3,1566-7529,1741-6205,
European Law Journal,Wiley-Blackwell Publishing,180105,Law,B,3,1351-5993,1468-0386,
Fordham Journal of Corporate & Financial Law,Fordham Law School,180105,Law,B,3,1532-303X,,
Hastings Business Law Journal,University of California Press,180105,Law,B,3,1554-849X,1554-8503,http://www.heinonline.org/
International Company and Commercial Law Review,Sweet & Maxwell,180105,Law,B,3,0958-5214,,http://www.sweetandmaxwell.co.uk/
International Insolvency Review,Wiley-Blackwell Publishing,180105,Law,B,3,1180-0518,1099-1107,
International Journal of Corporate Governance,Inderscience Enterprises Ltd.,180105,Law,B,3,1754-3037,1754-3045,http://www.inderscience.com/
"International Review of Law, Computers and Technology",Taylor & Francis Online,180105,Law,B,3,1360-0869,1364-6885,http://www.tandfonline.com/cirl
Journal of Corporation Law,University of Iowa College of Law,180105,Law,B,3,0360-795X,,
Journal of Environmental Law,Oxford University Press,180105,Law,B,3,0952-8873,1464-374X,http://www.oxfordjournals.org/our_journals/envlaw/about.html
Journal of Financial Crime,Emerald Group Publishing,180105,Law,B,3,1359-0790,1758-7239,
Journal of Financial Regulation,Oxford University Press,180105,Law,B,3,2053-4833,,http://jfr.oxfordjournals.org/about
Journal of Intellectual Property Law and Practice,Oxford University Press,180105,Law,B,3,1747-1532,1747-1540,http://jiplp.oxfordjournals.org
Journal of Law and Society,Wiley-Blackwell Publishing,180105,Law,B,3,0263-323X,1467-6478,
"Journal of Law, Economics & Policy",George Mason University School of Law,180105,Law,B,3,1553-4367,,
"Journal of Law, Information and Science",University of Tasmania,180105,Law,B,3,0729-1485,,https://search.informit.com.au/browseJournalTitle;res=IELHSS;issn=0729-1485
Journal of the Australasian Law Academics Association,The University of Melbourne,180105,Law,B,3,1836-5612,,
Juridical Review: law journal of Scottish universities,Sweet & Maxwell,180105,Law,B,3,0022-6785,,http://www.sweetandmaxwell.co.uk/Catalogue/ProductDetails.aspx?productid=7122&recordid=475
King's Law Journal,Taylor & Francis Online,180105,Law,B,3,0961-5768,1757-8442,http://www.tandfonline.com/toc/rklj20/current
Law and Financial Markets Review,Taylor & Francis Online,180105,Law,B,3,1752-1440,1752-1459,http://www.tandfonline.com/toc/rlfm20/current
Lloyd's Shipping and Trade Law,Informa UK,180105,Law,B,3,1359-7701,1471-9614,
Minnesota Journal of Business Law and Entrepreneurship,University of Minnesota,180105,Law,B,3,1540-3270,,http://www.heinonline.org/
New Zealand Business Law Quarterly,The University of Auckland / Thomson Reuters,180105,Law,B,3,1173-311X,,
New Zealand Intellectual Property Journal,LexisNexis,180105,Law,B,3,1359-9054,,
New Zealand Law Journal,LexisNexis,180105,Law,B,3,0028-8373,,http://www.lexisnexis.co.nz/en-nz/products/new-zealand-law-journal.page
New Zealand Law Review,University of Auckland,180105,Law,B,3,1173-5864,,
Northwestern Journal of International Law & Business,Northwestern University Press,180105,Law,B,3,0196-3228,,
Review of the Economic Research on Copyright Issues,Society for Economic Research on Copyright Issues,180105,Law,B,3,1698-1359,1698-1367,
Rutgers Computer and Technology Law Journal,Rutgers Law School,180105,Law,B,3,0735-8938,,http://www.heinonline.org/
Suffolk University Law Review,Suffolk University Law School,180105,Law,B,3,0039-4696,,http://www.heinonline.org/
The International Journal of Comparative Labour Law and Industrial Relations,Kluwer Law International,180105,Law,B,3,0952-617X,1875-838X,http://www.kluwerlawonline.com/
UBC Law Review,University of British Columbia,180105,Law,B,3,0068-1849,,
UCLA Pacific Basin Law Journal,UCLA School of Law,180105,Law,B,3,0884-0768,,
University of Queensland Law Journal,University of Queensland Press,180105,Law,B,3,0083-4041,,http://www.heinonline.org/
University of San Francisco Maritime Law Journal,University of San Francisco,180105,Law,B,3,1061-3331,,http://www.heinonline.org/
University of Tasmania Law Review,University of Tasmania,180105,Law,B,3,0082-2108,,http://www.heinonline.org/
University of Western Australia Law Review,The University of Western Australia,180105,Law,B,3,0042-0328,,http://www.law.uwa.edu.au/uwalr
